"Start Left™ Security is a proactive security firm that serves cloud-native SaaS businesses. We have reimagined cloud-native product portfolio security to give your Development, CloudOps, SecOps & GRC teams back valuable time and reduce cognitive load from the complexity of cloud security, CI/CD tools, and vulnerability scan data. Powered by the Tauruseer Platform, we offer the only product-centric full lifecycle security posture management & XDR solution, from CI/CD to cloud, by combining our patented SPACE™ technology, PIRATE™ risk model, and SHERPA™ intelligent prioritization. The Tauruseer platform uses real-time machine learning (ML) to analyze massive amounts of data from cloud-based tools, correlating, detecting, and prioritizing threat signals across CI/CD and cloud telemetry. At Start Left™ Security, we are passionate about advancing the state-of-the-art in areas such as systems integrity, behavior analytics, risk surveillance, and predictive threat capabilities. We enable our customers to maintain quality and safety at the speed of innovation. Start Left™ is backed by Gula Tech Adventures, Lytical Ventures, Dasein Capital, DeepWork Capital, Florida Opportunity Fund, Bootleg Advisors, and industry experts. We are also a Microsoft for Startups, Startupbootcamp, and Global Accelerator Network company. Trust Start Left™ to take your cloud product portfolio security to the next level.",
View on LinkedIn,https://www.linkedin.com/company/start-left-security/
"Alex Borhani, Jeremy Vaughan, Joseph Procopio",
hello@startleftsecurity.com,
runo,https://www.crunchbase.com/organization/runo
"Runo delivers the functionalities of a full-function Customer Relationship Management suite, all built into a mobile app. With features such as call management, contact management, calendar and appointment management, services and revenue management, and alerts for customer life events. The app is conveniently divided into Operator and Subscriber modules, where Operators have access to the features of day-to-day customer management, while the subscriber module contains more advanced analytics and administrative features that help business owners manage their operations.",
View on LinkedIn,https://www.linkedin.com/company/runo-crm/
Venkata Sai Vamsi Penupothu,https://www.crunchbase.com/person/venkata-sai-vamsi-penupothu
care@runo.in,
Agave,https://www.crunchbase.com/organization/agave
"Agave is a free hiring platform that offers job postings, hosted career pages, customer relationship management tools and full API read and write access. Today's hiring software is slow, expensive, and painful. They are on a mission to make hiring software faster, better, and cost-effective.",
View on LinkedIn,https://www.linkedin.com/company/agave-web/
Jared Tame,https://www.crunchbase.com/person/jared-tame
help@agave.com,
AppEQ.AI,https://www.crunchbase.com/organization/appeq-ai
"AppEQ.ai provides one-click real-time customer insights to drive retention revenue for customer success & account management teams in B2B companies. Giving customer insights in the flow of work helps customer success and account managers prioritise their accounts activities and become more proactive, thereby helping build great relationship and value with the customer.",
View on LinkedIn,https://www.linkedin.com/company/appeq/
"Manoranjan Ingudam, Rajat Shukla",
support@appeq.ai,
Allset,https://www.crunchbase.com/organization/relay-5b65
"Allset is a fully automated payments and messaging platform for home service businesses. Our software leverages customers CRM data to automate communications after completed services. Hundreds of businesses using Allset see an increase of 300%+ revenue. Allset is a Seed stage company and is backed by Foundation Capital, Pear, Mucker and other leading venture firms. Allset was founded in 2020 and is based in Lehi, Utah. To learn more about Allset, visit www.tryallset.com",
View on LinkedIn,https://www.linkedin.com/company/allsethq
Justin Clegg,https://www.crunchbase.com/person/justin-clegg
support@allsethq.com,
Bonat,https://www.crunchbase.com/organization/bonat
"Bonat is a customer retention management program that conveniently rewards, communicates with, and analyzes customer feedback. The company develops an innovative customer engagement SaaS solution. Through Bonat's solution, businesses can leverage real-time data and insights, obtain customer feedback and rating analyses, and communicate with them to develop a beneficial understanding of their customer experience.",
View on LinkedIn,https://www.linkedin.com/company/getbonat/
Saud Binsaeed,https://www.crunchbase.com/person/saud-binsaeed
—,
Onex,https://www.crunchbase.com/organization/onex-d114
"Onex is a comprehensive solution for medical manufacturers worldwide to manage and expand their business overseas. Our primary focus is on SMEs medical manufacturers who participate in medical exhibitions and are looking to expand their reach. What sets Onex apart are two key features: our market knowledge, which is integrated into our CRM, and AI technology that collects and organizes data on healthcare manufacturers and distributors from the internet. This information is easily filterable, allowing our customers to quickly identify and connect with potential clients.",
View on LinkedIn,https://www.linkedin.com/company/medicalonex
"Jamal Abu Samra, Mohammad Issa",
—,
3RM,https://www.crunchbase.com/organization/3rm
"3RM offers to develop tooling that will enable any web3 participant to meaningfully contribute to their relationships. are developing tooling that will enable all of these roles to succeed, whether they are in sales, marketing, recruiting, or customer success. This is accomplished by concentrating on how you acquire, manage, and support the growth of these relationships.",
View on LinkedIn,https://www.linkedin.com/company/3rm-co
—,
—,
Custimy.io,https://www.crunchbase.com/organization/custimy-io
"Custimy.io is the most accessible all-in-one Customer Data Platform software for small and medium-sized companies. Custimy.io - the acronym of customers and customization is the captivation of what we are! In the time of digitalization, we believe there is a need for innovation. We have therefore embarked the journey of creating the most Accessible Customer Data Platform for small and medium-sized B2C businesses. With Custimy.io Expro 1.0 you can automatically collect, consolidate, validate, and analyze all your customer and product data from multiple channels (CMS, Email, analytics, customer service & social medias) - so YOU can ensure, that you never send a meaningless newsletter, product recommendation, campaign or email again. With Custimy.io you can empower your business vertically across both your product, marketing, sales and customer service team, and hyper-personalize your product offering based on your customers behavioural attributes such as pricing preferences, preferred communication and preferred products. This will give you the tool to drive longer CLV, higher customer attraction & retention by giving your existing and new/future customers the best, most relevant, and precise service and product recommendation in real-time. In this modern digital age, we have a clear mission and purpose of empowering SMBs and minimize the competitive gap between SMBs and Enterprises. We believe that SMBs have been forgotten in the technological evolution and there is a lack of solutions for them to enable, consolidate, analyse and unify all their customer and product data in one place, secure, compliant and actionable! With Custimy.io we take the hurdle and burden of time, development, resources, IT and complexity on our shoulders and out of the equation and deliver it in an all-in-one Customer Data platform Software at a cost-friendly level.",
View on LinkedIn,https://www.linkedin.com/company/custimy/about/
"Kristoffer Degn, Martin Navne",
info@custimy.io,
Nango,https://www.crunchbase.com/organization/nango
"Nango's mission is to make it simple for engineers to integrate with any external API. For HR, ATS, CRM APIs, and other applications use Nango's pre-built aggregations and unified data models.",
View on LinkedIn,https://www.linkedin.com/company/nangohq
"Bastien Beurier, Robin Guldener",
hello@nango.dev,
Wrangle,https://www.crunchbase.com/organization/wrangle-abbd
"Wrangle is a process automation software for busy teams improving efficiency for onboarding, sales quote approval, and contract management. Its app channelizes workflows by assigning approvals and tasks, tracks the ticket status from request to completion in slack, and collects, organizes, and tracks every ticket submitted by employees.",
View on LinkedIn,https://www.linkedin.com/company/wrangleio/about/
"Adam Long, Adam Smith",
—,
Repzo,https://www.crunchbase.com/organization/repzo
"Repzo is a mobile sales CRM (customer relationship management) app . Simply put, this application turns your smartphone or tablet into the ultimate standalone field force management tool.",
View on LinkedIn,https://www.linkedin.com/company/repzo/
"Ayman Atmeh, Hassan Atmeh",
info@repzoapp.com,
KeyOps,https://www.crunchbase.com/organization/keyops
"KeyOps is an insights and engagement platform that breaks down the communication barriers between life science companies and healthcare providers to enable better, real-time decision making for medical affairs, marketing and sales teams. Through a trusted and compliant digital platform, customers can build and manage on-demand relationships with a diverse, influential community of key opinion leaders and medical experts.",
View on LinkedIn,https://www.linkedin.com/company/keyopsinc/?originalSubdomain=ca
"Peter Doulas, Saeed Darvish-Kazem",
contact@keyops.io,
Licenseware,https://www.crunchbase.com/organization/licenseware
"We are a start-up developing an app ecosystem for software license management designed for: Convenience: - Pay only for the functionality that you need, when you need it. - Deployed and accessible anywhere - Unlimited users/usage Freedom of Choice: - App ecosystem for granular solutions - Third-party apps and integrations - Custom apps Reliable Analytics: - Usage evidence - Custom business logic - Expandable data sources ""We’re now saving up to 50% of the time required to finish a large project. This allows us to focus even more on the quality of our deliverables"" Our solutions support fast decision-making and enable close control of an organization’s software license consumption. More references on our website.",
View on LinkedIn,https://www.linkedin.com/company/licenseware
"Alex Cojocaru, Chris Allen, Ciprian Grigore",
contact@licenseware.io,
Vantient,https://www.crunchbase.com/organization/vantient
"Vantient is a Web3 customer relationship management service provider that delivers on-chain and off-chain customer data collection and analysis services for organizations and Web3 projects to help businesses acquire, engage, and retain users.",
—,
—,
—,
Advocat,https://www.crunchbase.com/organization/advocat
"Harness the power and efficiency of an enterprise-level deal desk team by using Advocat’s virtual deal desk platform. Multiply the efficiency of cross-functional teams, create alignment, and shorten the time from your customer’s decision to deal approval up to 10X faster. Every month that goes by, revenue slips due to manual contracting and delayed approval. Advocat's AI-driven platform helps businesses close contracts faster so you can meet your quarterly earnings. Using our AI-powered contracting, give your sales team the tools to cut out repetitive work, reduce risk and automatically generate more accurate contracts. No more back and forth emails. Save time by allowing all internal stakeholders to easily communicate real-time, share documents, redline and negotiate in our secure deal desk.",
View on LinkedIn,https://www.linkedin.com/company/advocat-ai
"Chetan Desh, Pradnya Desh",
info@advocat.ai,
Beam Dynamics,https://www.crunchbase.com/organization/beam-dynamics-b1d4
"Imagine: a teleprompter stops working midway through a live program. A lighting grid suddenly turns off during taping, and a pair of premium cinema cameras stop functioning on a film set. In 90% of cases, interruptions on set can be traced back to high-end production equipment failure. And downtime in our industry costs money – adding up fast to break budgets and even end careers. While common business systems like ERP (Enterprise Resource Planning) or CRM (Customer Relationship Management) have digitalized wide parts of businesses and AI has taken center stage in the media supply chain, the management of production technology assets is still quite analog and fragmented, requiring manual data entry and monitoring from the workforce. Beam Dynamics is helping film & broadcast productions manage, maintain, and grow their critical technology infrastructure. The Beam enterprise asset management platform provides engineers access to all critical security patches, firmware updates, documentation, and contact information from over 5,000 vendors and close to a million products in a single user interface. Simply by uploading an inventory list with the model # and manufacturer, engineers get access to a rich set of critical data to keep productions on-air, on time, and on-budget.",
View on LinkedIn,https://www.linkedin.com/company/beamdynamics
"David Kaszycki, Ryan DeMars, Tobias Keuthen",
help@beamdynamics.io,
Awfar,https://www.crunchbase.com/organization/awfar-market
"Awfar is a B2B SaaS platform that aims to digitize retail on-demand orders’ fulfilment through technology, A group of experienced industry veterans established Awfar to become a leading AI platform for omnichannel communications and operation management Platform . Awfar Platform includes several modules that cover different stages of orders’ cycle, including communications channels, e-commerce Solutions, CRM module, inventory module, branch management and delivery management systems. All modules are cloud-based and can be accessed through any PC, tablet or mobile device with an internet connection. In addition, the platform is equipped with a powerful reporting system to give relevant and unique insights about business operations. The customizable permissions structure of Awfar Platform enables the organization to fully control team and user’s permissions to access, view or edit any piece of information on the system. Reduce bottlenecks of manual activities. Digitalize the reporting of team activities. Revolutionize operations through technology!",
View on LinkedIn,https://www.linkedin.com/company/9438848
"Abd elrahman Galal, mohamed mansour",
abdelrahman@awfar.io,
Sttabot Technology,https://www.crunchbase.com/organization/sttabot-technology
"Sttabot Technology is a B2B automation company, primarily working in the US market for providing customer support automation with CSAT(product) and supply chain automation with SCAT(product). We have recently expanded our geographical boundaries to the East.",
View on LinkedIn,https://www.linkedin.com/company/sttabot-technology
"Akshay Shah, Udit Akhouri",
contact@sttabot.io,
Velocity Access,https://www.crunchbase.com/organization/velocity-access
"Learn more at https://velocityaccess.io Velocity Access provides a suite of solutions related to venue and destination management: - Sticky Tickets enable venues to control the fan experience with safe, secure, and verifiable ticketing technology. Take back control of the secondary market as well with royalties that go back to the venue and/or artist through our closed system. No more outrageous fees to third party ticket aggregators. - Venue/organization Wallet that enables you to keep 1:1 relationships with fans, customers, and sponsors - Venue Control enables resorts, theme parks, music venues, sports stadiums, and more to view dashboards that are connected to all systems within the venue. View live information on attendees, revenue, food, reservations, capacity, security and more all from one master dashboard. Additional controls and APIs connect any existing system into the Access Network to enable ultimate control of the venue. - Finally, Velocity Access enables the customer's experience while interacting with the venue, artist, resort, or organization through fully integrated web and app-enabled interfaces to ensure a 1:1 relationship remains between the organizer and the consumer",
View on LinkedIn,https://www.linkedin.com/company/velocity-access
"Jeremy Whitt, Jon Cheney",
info@velocityaccess.io,
Traba,https://www.crunchbase.com/organization/traba-393f
"Traba is a marketplace that connects light industrial workers with businesses to fill open shifts. The company focuses on opportunities in warehousing, distribution, and event staffing. Traba is on a mission to helps workers and local businesses to unlock their full productivity and earning potential.",
View on LinkedIn,https://www.linkedin.com/company/trabapro/?viewAsMember=true
"Akshay Buddiga, Mike Shebat",
hello@trabapro.com,
PROCESIO,https://www.crunchbase.com/organization/procesio
"PROCESIO is an enterprise-grade integration Platform-as-a-Service (iPaaS) to streamline software, integrate data, and automate processes using no-code and low-code technology. recent breakthroughs in no-code low-code software integration and data processing have shown us that we can empower our clients to build software >5x faster than through a traditional codding approach. A collaborative iPaaS such as PROCESIO allows non-technical employees to build their own software applications and workflows visually without writing code, and pass the more complex tasks to developers if necessary, all within the same platform in a scalable and secure environment. This flexibility provides the necessary agility to adapt to fast market changes, without having to invest heavily in developers or risk ‘shadow IT’. PROCESIO is bootstrapped from the mother company RINGHEL, a leading ERP/ CRM software provider for the energy and gas industry in CEE since 2011.",
View on LinkedIn,https://linkedin.com/company/procesio
"Marian Voicu, Mihai Darzan",
office@procesio.com,
Screeb,https://www.crunchbase.com/organization/screeb
"Screeb is the ideal user research solution for product-led teams.We help Product, UX Research, Customer Success, and Marketing teams to truly understand who their users are, and what they need and make the faster decision to increase your growth, product adoption, and user retention.",
View on LinkedIn,https://www.linkedin.com/company/screebapp
"Michaël Hirbec, Simon Robic",
—,
Floworks,https://www.crunchbase.com/organization/floworks
"We provide a natural language interface on conversation apps like Slack, Teams and Gmail for users to connect with their work applications like CRMs, ERPs, project management tools, emails and calenders. Users can now get any thing done on these apps by just taking to them in plain english.",
View on LinkedIn,https://www.linkedin.com/company/floworkssolutions
"Sarthak Shrivastava, Sudipta Biswas",
sarthak@floworks.ai,
growyze,https://www.crunchbase.com/organization/growyze
"growyze is simple stock control and accounting software for food & beverage businesses and venues. It is the single app bars, pubs, restaurants, hotels and convenience stores need to manage every back of house process in their venue. From stock control, to ordering, invoice reconciliation, recipe management and reporting. It is designed to help venues' owners and managers operate faster, easier and with less loss. All data is in one place, anytime & from anywhere. All the automation across the software provides true visibility and insights letting venues see their cost of sales, margin gap and where (and why!) they're missing items.",
View on LinkedIn,https://www.linkedin.com/company/growyze/
"Adi Hristova, Kati Hristova, Zahari Ivanov",
hello@growyze.com,
Charles River Data,https://www.crunchbase.com/organization/charles-river-data
"Founded by data scientists from Google and BCG-Gamma, Charles River Data offers bespoke data science solutions, including personalized marketing, scheduling, operations, dynamic pricing, inventory management, sales optimization, network optimization and other machine-learning driven decision tools. The CRD team has previous experience building large-scale data applications in industries including retail, GIS, defense, healthcare, insurance, manufacturing, private equity and finance/banking. Our leadership team brings together talent from data science consulting and big tech to build practical AI solutions that can scale with our growing clients. The CRD delivery model pairs the most talented engineers with a world-class kit of technology and project delivery tools. Charles River helps our clients solve critical business problems, focusing on long-term impact through experimentation and data insights. After the Great Resignation, many tenured data science professionals gave up on traditional hierarchies in favor of a more impactful career. CRD arose out of this historic moment, and we understand the career priorities of exceptional engineers, allowing CRD to recruit only extraordinary talent. Our consulting clients range from start-ups to multinationals looking to augment their data science capabilities or quickly solve a critical business problem. CRD can also provide full data science team outsourcing for companies that want to move quickly into the machine learning age. We are a team of builders and tech enthusiasts, and we use our passion and expertise for data to create exponential results for our clients.",
View on LinkedIn,https://www.linkedin.com/company/charles-river-data/mycompany/
"Gleb Drobkov, Mike Dezube",
inquiries@charlesriverdata.com,
Grouple,https://www.crunchbase.com/organization/grouple
"Grouple is leveraging technology to make group bookings easier and faster through automation for experience providers. The larger the group, the better the deal! Currently all group bookings are done offline over calls, emails and is a tedious process with a TAT of 7-14 working days. Through our platform, sell all inclusive package deals faster while managing groups with ease. All the user need to do is Book, Invite and show up to Enjoy.",
View on LinkedIn,https://www.linkedin.com/company/grouple/
"Rohit Ghosh, Saurav Ghosh",
hello@grouple.in,
Whelp,https://www.crunchbase.com/organization/whelp
"We transform contact centers from cost burdens to profitable hubs of customer delight. Our tech stack elevates profits, slashes costs, and enhances customer service, setting us apart in the call center industry.",
View on LinkedIn,https://www.linkedin.com/company/whelp/
"Enrike Nur, Seymur Rasulov",
hello@whelp.co,
Deskfy,https://www.crunchbase.com/organization/deskfy
"Deskfy is a brand portal that enables centralize your brand management and get a complete picture of your marketing processes, your entire team and your agency in one place. Is a brand automation platform that enables marketers to work together in the management, distribution, customization and validation of communication materials.",
View on LinkedIn,https://www.linkedin.com/company/deskfy/
"Lucas Braum, Victor Dellorto",
contact@deskfy.io,
SMS-iT,https://www.crunchbase.com/organization/sms-it
"SMS-iT brings intelligence to messaging. “The only messaging platform built for businesses, Internet of Things (IoT), Metaverse and the Blockchain” We make it easy and cheap to intelligently send or receive unlimited SMS, RCS, MMS, voice, email, chat and fax messages or engage in 1-on-1 conversations with customers. SMS-iT enables you to grow and reach your customers with smart omnichannel messaging powered by AI and Automation. It also has a smart database of 1billion+ segmented mobile #'s of potential customers to reach using your marketing campaigns. Channels includes SMS, MMS, RCS, Fax, Voice, Email, and Chat powered by SMS-iT. We currently have over 30 partnerships( ShareASale, Amazon, Awin, ClickBank, eBay, and more), including 5 integrations (Mailchimp, ActiveCampaign, SendinBlue, GetResponse and more). We are scheduled to have a total of 100 integrations by the end of 2022, and more partnerships. Our Smart Features includes Smart Marketing Tools: SMS, MMS, RCS, EMAIL, FAX, VOICE & CHAT APPS, SMART DATABASE, EMAIL SOFTWARE INTEGRATION, PERSONALIZED, SEGMENTED & TARGETED MESSAGING, QR CODES, GEO-TARGETING & SEGMENTATION, BULK MESSAGE SCHEDULING, MOBILE KEYWORDS, BRAND AWARENESS, RENEWALS, CART ABANDONMENT, CONTESTS, BUILT IN LINK SHORTENING & TRACKING, SALES + SPECIALS, PRODUCT ANNOUNCEMENTS, KIOSK BUILDER, PUNCH CARD LOYALTY REWARDS, SMS to EMAIL/EMAIL to SMS, NAME AND EMAIL CAPTURE, COUPONS, PROMO CODES, BIRTHDAY OFFERS, MEMBERSHIP REMINDERS, EVENTS, IN-STORE SPECIALS, OPENINGS/RE-OPENINGS Smart Customer Support Tools: Q&A SMS BOTS,ONLINE 2-WAY CONVERSATIONS, AUTORESPONDERS, ORDER CONFIRMATIONS, DELIVERY UPDATES, STATUS UPDATES, MESSAGE SCHEDULING, INTERACTIVE KEYWORDS, APPOINTMENT REMINDERS, APPOINTMENT CONFIRMATIONS, PAYMENT REMINDERS, RECEIPTS, BULK NOTIFICATIONS, MASS ALERTS, ACCOUNT UPDATES, RESOLUTIONS, SURVEYS Smart Security & Operations Tools: ACCOUNT VERIFICATION, USER AUTHENTICATION, ONE-TIME PASSCODES, 2-FACTOR AUTHENTICATION, PASSWORD RESETS, ACCOUNT PROTECTION, FAKE USER PREVENTION, IDENTITY VERIFICATION, EMAIL ALERTS, MESSAGE TEMPLATES, EMPLOYEE NOTIFICATIONS, NUMBER PORTING, SPLASH PAGE BUILDER, DETAILED CAMPAIGN ANALYTICS, DELIVERY STATISTICS, DATABASE CLEANSING, NUMBER FORMATTING, CONTACT MANAGEMENT AND SEGMENTATION, ASSIGN MULTIPLE LONG CODES, BULK UPLOADS OF LISTS, IVR FLOWS, TRACKING AND LOGISTICS, LOCAL NUMBERS, YOUR SIM-CARD NUMBERS TARGET MARKETS Focus Markets - North America, however, our service serves a global audience. Focus Customer Personas: -Companies that need OTP (One Time Passwords) for their businesses, i.e, logistics, social media networks, fintech, crypto wallets and exchanges, ecommerce, etc -Companies that need mobile messaging for their business operations, logistics, social media networks, fintech, crypto wallets and exchanges, ecommerce, etc -Entrepreneurs, Small Businesses and Startups that require a more cost effective way to market and reach new customers, which is cheap mobile omnichannel marketing/messaging, as we offer the cheapest price on the internet. -Companies that require API integration for messaging in their platforms, i.e SAAS platforms, IoT, Metaverse and Blockchain projects and companies that require messaging in their value proposition/chain via API integration -Individuals and companies that require bulk omnichannel messaging (bulk sms, mms, fax, voice, rcs, and business chat ) for their business or projects. -Marketing Departments that require mobile messaging for their marketing strategy.",
View on LinkedIn,https://www.linkedin.com/company/sms-it
Henry Skull,https://www.crunchbase.com/person/henry-skull
cs@smsit.ai,
Prodsight,https://www.crunchbase.com/organization/prodsight
"Prodsight helps companies make data-driven product development decisions. Our software analyses customer support conversations and extracts actionable insights about customer issues and needs. This helps product teams identify usability and user education issues, bugs, feature requests, new use cases and more.",
View on LinkedIn,https://www.linkedin.com/company/prodsight
Tadas Labudis,https://www.crunchbase.com/person/tadas-labudis
privacy@prodsight.com,
Sendchamp,https://www.crunchbase.com/organization/sendchamp
"Messagebird For Africa: Sendchamp provides Communication APIs & CRM for developers & businesses to reach their customers via different messaging channels such as SMS, Email, Voice, Whatsapp, and other digital messaging channels. Our APIs and No code tools help businesses in Africa from the stage of Customer Onboarding, Customer Engagement, Customer Service & Customer Retention.",
View on LinkedIn,https://www.linkedin.com/company/sendchamp
"Damilola Olotu, Goodness Kayode",
sales@sendchamp.com,
Sympl Software Solutions,https://www.crunchbase.com/organization/sympl-solutions
